id,title,abstract,categories,authors,update_date
0812.3055,Semiparametric regression estimation using noisy nonlinear non   invertible functions of the observations,"We investigate a semiparametric regression model where one gets noisy non linear non invertible functions of the observations. We focus on the application to bearings-only tracking. We first investigate the least squares estimator and prove its consistency and asymptotic normality under mild assumptions. We study the semiparametric likelihood process and prove local asymptotic normality of the model. This allows to define the efficient Fisher information as a lower bound for the asymptotic variance of regular estimators, and to prove that the parametric likelihood estimator is regular and asymptotically efficient. Simulations are presented to illustrate our results.",math.ST stat.TH,"Elisabeth Gassiat (LM-Orsay), Benoit Landelle (LM-Orsay)",2008-12-17
0803.0318,Dense and Hot Holographic QCD: Finite Baryonic E Field,"We investigate the response of dense and hot holographic QCD (hQCD) to a static and baryonic electric field E using the chiral model of Sakai and Sugimoto. Strong fields with E>(\sqrt\lambda M_{KK})^2 free quark pairs, causing the confined vacuum and matter state to decay. We generalize Schwinger's QED persistence function to dense hQCD. At high temperature and density, Ohm's law is derived generalizing a recent result by Karch and O'Bannon to the chiral case.",hep-th,"Keun-Young Kim, Sang-Jin Sin, and Ismail Zahed",2009-11-19
0711.4443,Nuclear effects in F_3 structure function of nucleon,"We study nuclear effects in the $F^A_3(x)$ structure function in the deep inelastic neutrino reactions on iron by using a relativistic framework to describe the nucleon spectral functions in the nucleus.   The results for the ratio $R(x,Q^2)=\frac{F^A_3(x,Q^2)}{AF^N_3(x, Q^2)}$ and the Gross-Llewellyn Smith(GLS) integral $G(x,Q^2)=\int_x^1 dx F^A_3(x,Q^2)$ in nuclei are discussed and compared with the recent results available in literature from theoretical and phenomenological analyses of experimental data.",nucl-th,"M. Sajjad Athar, S. K. Singh and M. J. Vicente Vacas",2008-11-26
0806.3046,"A Filtration of (q,t)-Catalan numbers","We define new generalizations of (q,t)-Catalan numbers applying nabla operator on k-Schur functions indexed by column partitions. In some special cases, we give a combinatorial interpretation of these numbers using configurations of Dyck paths. In some other special cases, we also interpret these new polynomial as Hilbert series of explicit sub-modules of the alternating diagonal harmonics built using differential operators.",math.CO,"N. Bergeron, F. Descouens, M. Zabrocki",2016-11-08
0809.0537,Cosmographic Hubble fits to the supernova data,"The Hubble relation between distance and redshift is a purely cosmographic relation that depends only on the symmetries of a FLRW spacetime, but does not intrinsically make any dynamical assumptions. This suggests that it should be possible to estimate the parameters defining the Hubble relation without making any dynamical assumptions. To test this idea, we perform a number of inter-related cosmographic fits to the legacy05 and gold06 supernova datasets. Based on this supernova data, the ""preponderance of evidence"" certainly suggests an accelerating universe. However we would argue that (unless one uses additional dynamical and observational information) this conclusion is not currently supported ""beyond reasonable doubt"". As part of the analysis we develop two particularly transparent graphical representations of the redshift-distance relation -- representations in which acceleration versus deceleration reduces to the question of whether the relevant graph slopes up or down. Turning to the details of the cosmographic fits, three issues in particular concern us: First, the fitted value for the deceleration parameter changes significantly depending on whether one performs a chi^2 fit to the luminosity distance, proper motion distance or other suitable distance surrogate. Second, the fitted value for the deceleration parameter changes significantly depending on whether one uses the traditional redshift variable z, or what we shall argue is on theoretical grounds an improved parameterization y=z/(1+z). Third, the published estimates for systematic uncertainties are sufficiently large that they certainly impact on, and to a large extent undermine, the usual purely statistical tests of significance. We conclude that the supernova data should be treated with some caution.",gr-qc,"Celine Cattoen (Victoria University of Wellington), Matt Visser
  (Victoria University of Wellington)",2008-11-26
0711.1435,Structure of the Scalars,"The PDG Tables list more scalar mesons than can fit into one quark model nonet: indeed, even more than can belong to two multiplets. Consequently, some of these must be states beyond the quark model. So which of these is ${\bar q}q$ or ${\bar{qq}}qq$ or multi-meson molecule or largely glue? How experiment can help us distinguish between these possibilities is discussed.",hep-ph,M.R. Pennington,2008-11-26
0710.4334,Local bulk operators in AdS/CFT and the fate of the BTZ singularity,"This paper has two parts. First we review the description of local bulk operators in Lorentzian AdS in terms of non-local operators in the boundary CFT. We discuss how bulk locality arises in pure AdS backgrounds and how it is modified at finite N. Next we present some new results on BTZ black holes: local operators can be defined inside the horizon of a finite N BTZ black hole, in a way that suggests the BTZ geometry describes an average over black hole microstates, but with finite N effects resolving the singularity.",hep-th,"Alex Hamilton, Daniel Kabat, Gilad Lifschytz, David A. Lowe",2008-09-28
0710.2355,Parametric internal waves in a compressible fluid,"We describe the effect of vibration on a confined volume of fluid which is density stratified due to its compressibility. We show that internal gravity-acoustic waves can be parametrically destabilized by the vibration. The resulting instability is similar to the classic Faraday instability of surface waves, albeit modified by the compressible nature of the fluid. It may be possible to observe experimentally near a gas-liquid critical point.",physics.flu-dyn physics.gen-ph,"Kausik S. Das, Stephen W. Morris, A. Bhattacharyay",2009-10-27
0810.0458,Tunnel transport through multiple junctions,"We calculate the conductance through double junctions of the type M(inf.)-Sn-Mm-Sn-M(inf.) and triple junctions of the type M(inf.)-Sn-Mm-Sn-Mm-Sn-M(inf.), where M(inf.) are semi-infinite metallic electrodes, Sn are 'n' layers of semiconductor and Mm are 'm' layers of metal (the same as the electrodes), and compare the results with the conductance through simple junctions of the type M(inf.)-Sn-M(inf.). The junctions are bi-dimensional and their parts (electrodes and 'active region') are periodic in the direction perpendicular to the transport direction. To calculate the conductance we use the Green's Functions Landauer-B$\ddot{u}$ttiker formalism. The electronic structure of the junction is modeled by a tight binding Hamiltonian. For a simple junction we find that the conductance decays exponentially with semiconductor thickness. For double and triple junctions, the conductance oscillates with the metal in-between thickness, and presents peaks for which the conductance is enhanced by 1-4 orders of magnitude. We find that when there is a conductance peak, the conductance is higher to that corresponding to a simple junction. The maximum ratio between the conductance of a double junction and the conductance of a simple junction is 146 %, while for a triple junction it is 323 %. These oscillations in the conductance are explained in terms of the energy spectrum of the junction's active region.",cond-mat.mes-hall,"J. Peralta-Ramos, and A. M. Llois",2008-10-03
0706.3619,Almost Everywhere Convergence of Inverse Dunkl Transform on the Real   Line,"In this paper, we will first show that the maximal operator $S_*^\alpha$ of spherical partial sums $S_R^\alpha$, associated to Dunkl transform on $\mathbb{R}$ is bounded on $L^p(\mathbb{R}, |x|^{2\alpha+1} dx)$ functions when $\frac{4(\alpha+1)}{2\alpha+3}<p<\frac{4(\alpha+1)}{2\alpha+1}$, and it implies that, for every $L^p(\mathbb{R}, |x|^{2\alpha+1} dx)$ function $f(x)$, $S_R^\alpha f(x)$ converges to $f(x)$ almost everywhere as $R\to \infty$. On the other hand we obtain a sharp version by showing that $S_*^\alpha$ is bounded from the Lorentz space $L^{p_i,1}(\mathbb{R}, |x|^{2\alpha+1})$ into $L^{p_i,\infty}(\mathbb{R}, |x|^{2\alpha+1}),\quad i=0,1$ where $p_0=\frac{4(\alpha+1)}{2\alpha+3}$ and $p_1=\frac{4(\alpha+1)}{2\alpha+1}$.",math.CA,Jamel El Kamel and Chokri Yacoub,2007-06-26
0711.3503,"Markov invariants, plethysms, and phylogenetics (the long version)","We explore model based techniques of phylogenetic tree inference exercising Markov invariants. Markov invariants are group invariant polynomials and are distinct from what is known in the literature as phylogenetic invariants, although we establish a commonality in some special cases. We show that the simplest Markov invariant forms the foundation of the Log-Det distance measure. We take as our primary tool group representation theory, and show that it provides a general framework for analysing Markov processes on trees. From this algebraic perspective, the inherent symmetries of these processes become apparent, and focusing on plethysms, we are able to define Markov invariants and give existence proofs. We give an explicit technique for constructing the invariants, valid for any number of character states and taxa. For phylogenetic trees with three and four leaves, we demonstrate that the corresponding Markov invariants can be fruitfully exploited in applied phylogenetic studies.",q-bio.PE math-ph math.MP q-bio.QM,"J. G. Sumner, M. A. Charleston, L. S. Jermiin, and P. D. Jarvis",2012-04-24
0812.0994,Kinetic description of W and Z boson creation in the early universe,"We consider an alternative mechanism for the production of the cosmic microwave background (CMB) radiation. It is basically due to vacuum pair creation (VPC) of vector bosons (W and Z) as a consequence of a rapid W and Z mass generation during the electroweak phase transition in the early Universe. The mechanism is as follows: after their pair crreation, the vector bosons may either annihilate directly into photons or decay into leptons and quarks which subsequently annihilate as lepton-antilepton and quark-antiquark pairs into photons. Preliminary estimates show that the number of CMB photons obtained this way can be sufficient to explain the presently observed CMB photon density. In this contribution we present an exactly soluble model for vacuum pair creation kinetics.",hep-ph astro-ph gr-qc,"D.B. Blaschke, M.P. Dabrowski, V.V. Dmitriev, S.A. Smolyansky,",2008-12-08
0708.0313,Heating by Acoustic Waves of Multiphase Media,"We study the emission and dissipation of acoustic waves from cool dense clouds in pressure equilibrium with a hot, volume-filling dilute gas component. In our model, the clouds are exposed to a source of ionizing radiation whose flux level varies with time, forcing the clouds to pulsate. We estimate the rate at which acoustic energy is radiated away by an ensemble of clouds and the rate at which it is absorbed by, and dissipated in, the hot dilute phase. We show that acoustic energy can be a substantial heating source of the hot gas phase when the mass in the cool component is a substantial fraction of the total gas mass. We investigate the applicability of our results to the multiphase media of several astrophysical systems, including quasar outflows and cooling flows. We find that acoustic heating can have a substantial effect on the thermal properties of the hot phase in those systems.",astro-ph,Doron Chelouche,2011-02-11
0711.4483,A class of positive atomic maps,We construct a new class of positive indecomposable maps in the algebra of `d x d' complex matrices. These maps are characterized by the `weakest' positivity property and for this reason they are called atomic. This class provides a new reach family of atomic entanglement witnesses which define important tool for investigating quantum entanglement. It turns out that they are able to detect states with the `weakest' quantum entanglement.,quant-ph math-ph math.MP math.OA,Dariusz Chruscinski and Andrzej Kossakowski,2009-11-13
0806.1047,Toy models for wrapping effects,"The anomalous dimensions of local single trace gauge invariant operators in N=4 supersymmetric Yang-Mills theory can be computed by diagonalizing a long range integrable Hamiltonian by means of perturbative asymptotic Bethe ansatz. This formalism breaks down when the number of fields of the composite operator is smaller than the range of the Hamiltonian which coincides with the order in perturbation theory at study. We analyze two spin chain toy models which might shed some light on the physics behind these wrapping effects. One of them, the Hubbard model, is known to be closely related to N=4 SYM. In this example, we find that the knowledge of the effective spin chain description is insufficient to reconstruct the finite size effects of the underlying electron theory. We compute the wrapping corrections for generic states and relate them to a Luscher like approach. The second toy models are long range integrable Hamiltonians built from the standard algebraic Bethe anstatz formalism. This construction is valid for any symmetry group. In particular, for non-compact groups it exhibits an interesting relation between wrapping interactions and transcendentality.",hep-th,"Joao Penedones, Pedro Vieira",2009-12-10
0710.4981,A note on the p-adic log-gamma functions,In this paper we prove that q-Euler numbers are occured in the coefficients of some stirling type seies for p-adic analytic q-log gamma function,math.NT,Taekyun Kim,2007-10-29
0812.0818,The structure of correlation functions in single field inflation,"Many statistics available to constrain non-Gaussianity from inflation are simplest to use under the assumption that the curvature correlation functions are hierarchical. That is, if the n-point function is proportional to the (n-1) power of the two-point function amplitude and the fluctuations are small, the probability distribution can be approximated by expanding around a Gaussian in moments. However, single-field inflation with higher derivative interactions has a second small number, the sound speed, that appears in the problem when non-Gaussianity is significant and changes the scaling of correlation functions. Here we examine the structure of correlation functions in the most general single scalar field action with higher derivatives, formalizing the conditions under which the fluctuations can be expanded around a Gaussian distribution. We comment about the special case of the Dirac-Born-Infeld action.",astro-ph,Sarah Shandera,2010-04-30
0708.3273,Path to finding the critical thickness for memory in thin ferroelectric   films,"The finite screening length by real metallic electrodes, albeit very small (<1A), results in finite depolarizing field that tends to split the film into domains. In very thin ferroelectric films the domain structure reduces to sinusoidal distribution of polarization considered first in the 1980s. We discuss the phase transition between this structure and a single domain state and show that it is first order, if it exists at all. The alternative possibility is that the single domain state at zero bias voltage would be metastable for all temperatures in most systems. This scenario defines a path towards solution to a problem of finding parameters of a system that can sustain the ferroelectric memory over a desired period of time.",cond-mat.mtrl-sci cond-mat.stat-mech,"A. M. Bratkovsky, A. P. Levanyuk",2008-09-01
0711.2736,Knitted Complex Networks,"To a considerable extent, the continuing importance and popularity of complex networks as models of real-world structures has been motivated by scale free degree distributions as well as the respectively implied hubs. Being related to sequential connections of edges in networks, paths represent another important, dual pattern of connectivity (or motif) in complex networks (e.g., paths are related to important concepts such as betweeness centrality). The present work proposes a new supercategory of complex networks which are organized and/or constructed in terms of paths. Two specific network classes are proposed and characterized: (i) PA networks, obtained by star-path transforming Barabasi-Albert networks; and (ii) PN networks, built by performing progressive paths involving all nodes without repetition. Such new networks are important not only from their potential to provide theoretical insights, but also as putative models of real-world structures. The connectivity structure of these two models is investigated comparatively to four traditional complex networks models (Erdos-Renyi, Barabasi-Albert, Watts-Strogatz and a geographical model). A series of interesting results are described, including the corroboration of the distinct nature of the two proposed models and the importance of considering a comprehensive set of measurements and multivariated statistical methods for the characterization of complex networks.",physics.soc-ph cond-mat.dis-nn physics.comp-ph,Luciano da Fontoura Costa,2007-11-20
0805.1238,Ellipsoidal collapse and the redshift space probability distribution   function of dark matter,"We use the physics of ellipsoidal collapse to model the probability distribution function of the smoothed dark matter density field in real and redshift space. We provide a simple approximation to the exact collapse model which shows clearly how the evolution can be thought of as a modification of the spherical evolution model as well as of the Zeldovich Approximation. In essence, our model specifies how the initial smoothed overdensity and shear fields can be used to determine the shape and size of the region at later times. We use our parametrization to extend previous work on the real-space PDF so that it predicts the redshift space PDF as well. Our results are in good agreement with measurements of the PDF in simulations of clustering from Gaussian initial conditions down to scales on which the rms fluctuation is slightly greater than unity. We also show how the highly non-Gaussian non-linear redshifted density field in a numerical simulation can be transformed so that it provides an estimate of the shape of the initial real-space PDF. When applied to our simulations, our method recovers the initial Gaussian PDF, provided the variance in the nonlinear smoothed field is less than 4.",astro-ph,"Tsz Yan Lam, Ravi K. Sheth",2008-08-05
0710.5750,Supersymmetry without a light Higgs boson at the LHC,"We analyze the LHC phenomenology of lambdaSUSY - a version of NMSSM with a largish SH1H2 coupling. The scalar spectrum of the model contains a 200-300 GeV Higgs boson h with Standard-Model like properties, and heavy CP-even and CP-odd Higgs bosons H and A with masses in 500-800 GeV range. We study the discovery potential of H and A in the decay chains H->hh->4V->2l6j and A->Zh->Z2V->2l4j. The dominant backgrounds are the diffuse Z6j and Z4j productions, which can be suppressed by demanding reconstruction of V's and h's in intermediate states. The excess of signal events allows for a discovery of both H and A with over 5sigma significance for 100 inverse fb of integrated luminosity.",hep-ph,"Leone Cavicchia, Roberto Franceschini, Vyacheslav S. Rychkov",2009-09-29
0803.4271,Quantized spin waves and perpendicular standing spin waves stimulated by   current in a single-layered ferromagnetic wire,"The rectifying effect of radio-frequency (RF) current is highly sensitive in terms of the spatial spin distribution and dynamics. It emerged that an additional spin wave mode was stimulated by the direct-current (DC) current and that this spin wave was detectable via rectification of the RF current. A phenomenological model to describe the time-dependent anisotropic magnetoresistance or time-dependent planer Hall effect is proposed and found to correlate well to the experimental results. The nonlinear spin dynamics accompanying additional spin waves are studied as functions of the RF and DC currents, the external magnetic field, and the applied field direction.",cond-mat.mtrl-sci cond-mat.mes-hall,"A. Yamaguchi, K. Motoi, and H. Miyajima",2008-04-01
0812.0518,Phonon Thermal Conduction in Graphene,"We investigated theoretically the phonon thermal conductivity of single layer graphene. The phonon dispersion for all polarizations and crystallographic directions in graphene lattice was obtained using the valence-force field method. The three-phonon Umklapp processes were treated exactly using an accurate phonon dispersion and Brillouin zone, and accouting for all phonon relaxation channels allowed by the momentum and energy conservation laws. The uniqueness of graphene was reflected in the two-dimensional phonon density of states and restrictions on the phonon Umklapp scattering phase-space. The phonon scattering on defects and graphene edges has been also included in the model. The calculations were performed for the Gruneisen parameter, which was determined from the ab initio theory as a function of the phonon wave vector and polarization branch, and for a range of values from experiments. It was found that the near room-temperature thermal conductivity of single layer graphene, calculated with a realistic Gruneisen parameter, is in the range ~ 2000 - 5000 W/mK depending on the defect concentration and roughness of the edges. Owing to the long phonon mean free path the graphene edges produce strong effect on thermal conductivity even at room temperature. The obtained results are in good agreement with the recent measurements of the thermal conductivity of suspended graphene.",cond-mat.mtrl-sci cond-mat.mes-hall,"D.L. Nika, E.P. Pokatilov, A.S. Askerov and A.A. Balandin",2009-04-08
0809.4496,Dominated polynomials on infinite dimensional spaces,The aim of this paper is to prove a stronger version of a conjecture on the existence of non-dominated scalar-valued m-homogeneous polynomials (m>=3) on arbitrary infinite dimensional Banach spaces.,math.FA,"Geraldo Botelho, Daniel Pellegrino and Pilar Rueda",2009-05-13
0804.3312,Krein's Resolvent Formula for Self-Adjoint Extensions of Symmetric   Second Order Elliptic Differential Operators,"Given a symmetric, semi-bounded, second order elliptic differential operator on a bounded domain with $C^{1,1}$ boundary, we provide a Krein-type formula for the resolvent difference between its Friedrichs extension and an arbitrary self-adjoint one.",math.AP math-ph math.MP,"Andrea Posilicano, Luca Raimondi",2009-11-13
0802.4185,Depth of Boolean algebras,"We prove a Theorem about the relationship between the Depth of the ultraproduct of Boolean algebras, divided by an ultrafilter, and the products of the depths of each component. This answers (partly) an open problem of Monk.",math.LO,"Saharon Shelah, Shimon Garti",2012-09-04
0807.0506,Controlling the Population Imbalance of a Bose-Einstein Condensate by a   Symmetry-Breaking Driving Field,Nonlinear Floquet states associated with a symmetry-breaking driving field are exploited to control the dynamics of a Bose-Einstein condensate in a double-well potential. The population imbalance between the two wells is shown to be controllable by slowly tuning system parameters along a closed path. The results extend symmetry-breaking-based quantum control to many-body systems and extend navigation of linear Floquet states to navigation of nonlinear Floquet states.,cond-mat.other,"Luis Morales-Molina, Jiangbin Gong",2009-11-13
0710.0631,Gauge Theory And Wild Ramification,"The gauge theory approach to the geometric Langlands program is extended to the case of wild ramification. The new ingredients that are required, relative to the tamely ramified case, are differential operators with irregular singularities, Stokes phenomena, isomonodromic deformation, and, from a physical point of view, new surface operators associated with higher order singularities.",hep-th,Edward Witten,2007-10-04
0712.0375,Hyperbolic Cauchy Integral Formula for the Split Complex Numbers,"In our joint papers [FL1-FL2] we revive quaternionic analysis and show deep relations between quaternionic analysis, representation theory and four-dimensional physics. As a guiding principle we use representation theory of various real forms of the conformal group. We demonstrate that the requirement of unitarity of representations naturally leads us to the extensions of the Cauchy-Fueter and Poisson formulas to the Minkowski space, which can be viewed as another real form of quaternions. However, the Minkowski space formulation also brings some technical difficulties related to the fact that the singularities of the kernels in these integral formulas are now concentrated on the light cone instead of just a single point in the initial quaternionic picture. But the same phenomenon occurs when one passes from the complex numbers to the split complex numbers (or hyperbolic algebra). So, as a warm-up example we proved an analogue of the Cauchy integral formula for the split complex numbers. On the other hand, there seems to be sufficient interest in such formula among physicists. For example, see [KS] and the references therein.",math-ph math.MP,Matvei Libine,2007-12-04
0708.0615,Multi-wavelength study of a new Galactic SNR G332.5-5.6,"We present compelling evidence for confirmation of a Galactic supernova remnant (SNR) candidate, G332.5-5.6, based initially on identification of new, filamentary, optical emission line nebulosity seen in the arcsecond resolution images from the AAO/UKST HAlpha survey. The extant radio observations and X-ray data which we have independently re-reduced, together with new optical spectroscopy of the large-scale fragmented nebulosity, confirms the identification. Optical spectra, taken across five different, widely separated nebula regions of the remnant as seen on the HAlpha images, show average ratios of [NII]/HAlpha =2.42, [SII]/HAlpha = 2.10, and [SII] 6717/6731 = 1.23, as well as strong [OI] 6300, 6364A and [OII] 3727A emission. These ratios are firmly within those typical of SNRs. Here, we also present the radio-continuum detection of the SNR at 20/13cm from observations with the Australia Telescope Compact Array (ATCA). Radio emission is also seen at 4850 MHz, in the PMN survey (Griffith and Wright 1993) and at 843 MHz from the SUMSS survey (Bock, Large and Sadler 1999). We estimate an angular diameter of ~30 arcmin and obtain an average radio spectral index of alpha = -0.6 +- 0.1 which indicates the non-thermal nature of G332.5-5.6. Fresh analysis of existing ROSAT X-ray data in the vicinity also confirms the existence of the SNR. The distance to G332.5-5.6 has been independently estimated by Reynoso and Green (2007) as 3.4 kpc based on measurements of the HI lambda21 cm line seen in absorption against the continuum emission. Our cruder estimates via assumptions on the height of the dust layer (3.1 kpc) and using the Sigma-D relation (4 kpc) are in good agreement.",astro-ph,"M. Stupar, Q. A. Parker, M. D. Filipovic, D. J. Frew, I. Bojicic, B.
  Aschenbach",2009-11-13
0711.2480,Alignments of Voids in the Cosmic Web,"We investigate the shapes and mutual alignment of voids in the large scale matter distribution of a LCDM cosmology simulation. The voids are identified using the novel WVF void finder technique. The identified voids are quite nonspherical and slightly prolate, with axis ratios in the order of c:b:a approx. 0.5:0.7:1. Their orientations are strongly correlated with significant alignments spanning scales >30 Mpc/h.   We also find an intimate link between the cosmic tidal field and the void orientations. Over a very wide range of scales we find a coherent and strong alignment of the voids with the tidal field computed from the smoothed density distribution. This orientation-tide alignment remains significant on scales exceeding twice the typical void size, which shows that the long range external field is responsible for the alignment of the voids. This confirms the view that the large scale tidal force field is the main agent for the large scale spatial organization of the Cosmic Web.",astro-ph,"Erwin Platen, Rien van de Weygaert and Bernard J.T. Jones",2009-11-13
0804.0628,Wormholes and trumpets: the Schwarzschild spacetime for the   moving-puncture generation,"We expand upon our previous analysis of numerical moving-puncture simulations of the Schwarzschild spacetime. We present a derivation of the family of analytic stationary 1+log foliations of the Schwarzschild solution, and outline a transformation to isotropic-like coordinates. We discuss in detail the numerical evolution of standard Schwarzschild puncture data, and the new time-independent 1+log data. Finally, we demonstrate that the moving-puncture method can locate the appropriate stationary geometry in a robust manner when a numerical code alternates between two forms of 1+log slicing during a simulation.",gr-qc,"Mark Hannam, Sascha Husa, Frank Ohme, Bernd Bruegmann, Niall
  O'Murchadha",2009-02-20
0802.4035,Search for CP Violation in Neutral D Meson Cabibbo-suppressed Three-body   Decays,"Using 385 fb^-1 of e^+e^- collision data collected at center-of-mass energies around 10.6 GeV, we search for time-integrated CP violation in the singly Cabibbo-suppressed decays D0/D0bar --> pi^- pi^+ pi^0 and D0/D0bar --> K^- K^+ pi^0. Our model-independent and model-dependent analyses show no evidence of CP violation in these decays. The intermediate amplitudes include well-defined flavor states [e.g., rho(770)^+- pi^-+, K*(892)^+- K^-+] and CP-odd eigenstates [e.g., rho(770)^0 pi^0, phi(1020) pi^0]. With the null results of the previous analyses for CP-even eigenstates D0/D0bar --> K^+ K^- and D0/D0bar --> pi^+ pi^-, we conclude that any CP violation in the singly Cabibbo-suppressed charm decays occurs at a rate which is not larger than a few percent. These results are in accord with the Standard Model predictions, and provide constraints on some models beyond the Standard Model.",hep-ex,"BABAR Collaboration: B. Aubert, et al",2010-04-12
0803.3152,A back-reaction approach to dark energy,"This thesis is mainly about how to set up and carry out in a physically meaningful way the idea of back-reaction, according to which dark energy could be an effective source. There are, broadly speaking, two distinct approaches. One is focused on how cosmological observables are affected by inhomogeneities, while the other is focused on a theoretical description of the inhomogeneous universe by means of a mean-field description. Both approaches, however, share the idea of smoothing out inhomogeneities. We developed this duality in the interpretation of the back-reaction by means of toy models based on the Lemaitre-Tolman-Bondi solution of Einstein's equations. In particular we focused on voids expanding faster than the background solution.",astro-ph gr-qc,Valerio Marra,2008-10-03
0806.0844,Electric displacement as the fundamental variable in   electronic-structure calculations,"Finite-field calculations in periodic insulators are technically and conceptually challenging, due to fundamental problems in defining polarization in extended solids. While significant progress has been made recently with the establishment of techniques to fix the electric field E or the macroscopic polarization P in first-principles calculations, both methods lack the ease of use and conceptual clarity of standard zero-field calculations. Here we develop a new formalism in which the electric displacement D, rather than E or P, is the fundamental electrical variable. Fixing D has the intuitive interpretation of imposing open-circuit electrical boundary conditions, which is particularly useful in studying ferroelectric systems. Furthermore, the analogy to open-circuit capacitors suggests an appealing reformulation in terms of free charges and potentials, which dramatically simplifies the treatment of stresses and strains. Using PbTiO3 as an example, we show that our technique allows full control over the electrical variables within the density functional formalism.",cond-mat.mtrl-sci,"Massimiliano Stengel, Nicola A. Spaldin and David Vanderbilt",2011-03-03
0809.0737,Malleable Coding with Fixed Reuse,"In cloud computing, storage area networks, remote backup storage, and similar settings, stored data is modified with updates from new versions. Representing information and modifying the representation are both expensive. Therefore it is desirable for the data to not only be compressed but to also be easily modified during updates. A malleable coding scheme considers both compression efficiency and ease of alteration, promoting codeword reuse. We examine the trade-off between compression efficiency and malleability cost-the difficulty of synchronizing compressed versions-measured as the length of a reused prefix portion. Through a coding theorem, the region of achievable rates and malleability is expressed as a single-letter optimization. Relationships to common information problems are also described.",cs.IT math.IT,"Lav R. Varshney, Julius Kusuma, and Vivek K Goyal",2011-05-11
0709.4059,Random multiparty entanglement distillation,"We describe various results related to the random distillation of multiparty entangled states - that is, conversion of such states into entangled states shared between fewer parties, where those parties are not predetermined. In previous work [Phys. Rev. Lett. 98, 260501 (2007)] we showed that certain output states (namely Einstein-Podolsky-Rosen (EPR) pairs) could be reliably acquired from a prescribed initial multipartite state (namely the W state) via random distillation that could not be reliably created between predetermined parties. Here we provide a more rigorous definition of what constitutes ``advantageous'' random distillation. We show that random distillation is always advantageous for W-class three-qubit states (but only sometimes for Greenberger-Horne-Zeilinger (GHZ)-class states). We show that the general class of multiparty states known as symmetric Dicke states can be readily converted to many other states in the class via random distillation. Finally we show that random distillation is provably not advantageous in the limit of multiple copies of pure states.",quant-ph,"Ben Fortescue, Hoi-Kwong Lo",2013-05-29
0710.1226,NIR Femtosecond Control of Resonance-Mediated Generation of Coherent   Broadband UV Emission,"We use shaped near-infrared (NIR) pulses to control the generation of coherent broadband ultraviolet (UV) radiation in an atomic resonance-mediated (2+1) three-photon excitation. Experimental and theoretical results are presented for phase controlling the total emitted UV yield in atomic sodium (Na). Based on our confirmed understanding, we present a new simple scheme for producing shaped femtosecond pulses in the UV/VUV spectral range using the control over atomic resonance-mediated generation of third (or higher order) harmonic.",physics.atom-ph physics.chem-ph,"Leonid Rybak, Lev Chuntonov, Andrey Gandman, Naser Shakour and Zohar
  Amitay",2009-11-13
0708.4060,Invariant information and complementarity in high-dimensional states,"Using a generalization of the invariant information introduced by Brukner and Zeilinger [Phys. Rev. Lett. \textbf{83}, 3354 (1999)] to high-dimensional systems, we introduce a complementarity relation between the local and nonlocal information for $d\times d$ systems under the isolated environment, where $d$ is prime or the power of prime. We also analyze the dynamics of the local information in the decoherence process.",quant-ph,"Wei Song, Zeng-Bing Chen",2007-11-03
0806.3626,On multi F-nomial coefficients and Inversion formula for F-nomial   coefficients,"In response to [6], we discover the looked for inversion formula for F-nomial coefficients. Before supplying its proof, we generalize F-nomial coefficients to multi F-nomial coefficients and we give their combinatorial interpretation in cobweb posets language, as the number of maximal-disjoint blocks of the form sP_{k_1,k_2,...,k_s} of layer <Phi_1-->Phi_n>. Then we present inversion formula for F-nomial coefficients using multi F-nomial coefficients for all cobweb-admissible sequences. To this end we infer also some identities as conclusions of that inversion formula for the case of binomial, Gaussian and Fibonomial coefficients.",math.CO cs.DM,M. Dziemianczuk,2009-09-29
0811.4741,Skyrme-Random-Phase-Approximation description of E1 strength in 92-100Mo,"The isovector dipole E1 strength in Mo isotopes with A=92,94,96,98,100 is analyzed within the self-consistent separable random-phase approximation (SRPA) model with Skyrme forces SkT6, SkM*, SLy6, and SkI3. The special attention is paid to the low-energy region near the particle thresholds (4-12 MeV), which is important for understanding of astrophysical processes. We show that, due to a compensation effect, the influence of nuclear deformation on E1 strength below 10-12 MeV is quite modest. At the same time, in agreement with previous predictions, the deformation increases the strength at higher energy. At 4-8 MeV the strength is mainly determined by the tail of E1 giant resonance. The four Skyrme forces differ in description of the whole giant resonance but give rather similar results below 12 MeV.",nucl-th,"J. Kvasil, P. Vesely, V.O. Nesterenko, W. Kleinig, P.-G. Reinhard, and
  S. Frauendorf",2009-05-29
0710.3070,A curious example of two model categories and some associated   differential graded algebras,"The paper gives a new proof that the model categories of stable modules for the rings Z/(p^2) and (Z/p)[\epsilon]/(\epsilon^2) are not Quillen equivalent. The proof uses homotopy endomorphism ring spectra. Our considerations lead to an example of two differential graded algebras which are derived equivalent but whose associated model categories of modules are not Quillen equivalent. As a bonus, we also obtain derived equivalent dgas with non-isomorphic K-theories.",math.AT,Daniel Dugger and Brooke Shipley,2014-10-01
